ID_Aluno;Nome_Completo;Data_Nascimento;Idade;Sexo;CPF;Telefone;Endereço;Bairro;Cidade;UF;Email;ID_Turma;Nome_Mãe;Nome_Pai;Data_Matrícula;Data_Rescisão
12500;Bruna Lima;2008-06-16;16;F;13328403607;(11) 91642-1795;Travessa Trecho Cirino;Pinheiros;São Paulo;SP;blima@hotmail.com;645;Agatha Lima;Emanuel Lima;2024-03-03;
12501;Theo Cassiano;2014-11-08;10;M;59324778298;(11) 92550-8574;Avenida Recanto de Gomes;Higienópolis;São Paulo;SP;tcassiano@terra.com.br;;Maysa Cassiano;Arthur Cassiano;2024-01-04;2024-11-30
12502;Bruno Carvalho;2008-05-23;16;M;90846111597;(11) 92523-4599;Travessa Colônia Gonçalves;Higienópolis;São Paulo;SP;bruno584@terra.com.br;645;Alexia Carvalho;Yago Carvalho;2024-10-05;
12503;Bernardo Peixoto;2011-06-26;13;M;57352696775;(11) 92149-6955;Alameda Aeroporto de Novais;Berrini;São Paulo;SP;bpeixoto@terra.com.br;635;Lara Peixoto;Yago Peixoto;2024-10-20;
12504;Henry Leão;2012-12-03;12;M;22401552315;(11) 98964-1766;Alameda Viela Bernardo Sales;Higienópolis;São Paulo;SP;henryleão@terra.com.br;632;Lara Leão;Luiz Felipe Leão;2024-05-18;
12505;Otávio Montenegro;2011-05-24;13;M;18594847853;(11) 99765-6528;Travessa Vale Câmara;Moema;São Paulo;SP;otávio.montenegro@ig.com.br;636;Aylla Montenegro;Luiz Henrique Montenegro;2024-01-28;
12506;Luana Correia;2017-07-19;7;F;41232853264;(11) 92821-6874;Alameda Avenida de Pereira;Moema;São Paulo;SP;lcorreia@gmail.com;618;Eduarda Correia;Thomas Correia;2024-07-14;
12507;Mariana Moraes;2007-08-19;17;F;80413243199;(11) 97973-2826;Travessa Chácara de Gonçalves;Faria Lima;São Paulo;SP;marianamoraes@terra.com.br;;Laís Moraes;Otávio Moraes;2024-05-04;2024-12-31
12508;Sofia Lima;2015-05-24;9;F;81366068452;(11) 92511-1768;Rua Trevo da Cruz;Vila Matilde;São Paulo;SP;sofialima@bol.com.br;;Laís Lima;;2024-06-20;2024-07-26
12509;João Lucas Araújo;2007-07-12;17;M;51819432385;(11) 93366-2807;Rua Chácara Novais;Moema;São Paulo;SP;jaraújo@uol.com.br;;Ágatha Araújo;Levi Araújo;2024-02-17;2024-12-31
12510;Maysa Sousa;2011-10-18;13;F;70783596534;(11) 98305-8429;Rua Esplanada Maria Liz da Conceição;Sé;São Paulo;SP;msousa@gmail.com;634;Ágatha Sousa;Theo Sousa;2024-01-23;
12511;André Moraes;2008-09-27;16;M;42940530944;(11) 96728-1805;Avenida Morro Juliana Mendonça;Sé;São Paulo;SP;amoraes@ig.com.br;;Aylla Moraes;Thomas Moraes;2024-10-06;2024-11-12
12512;Enrico Ramos;2018-06-25;6;M;79874606678;(11) 94270-9863;Travessa Esplanada Moraes;Barra Funda;São Paulo;SP;enrico98@outlook.com;615;Maria Isis Ramos;Murilo Ramos;2024-03-08;
12513;João Lucas Jesus;2012-01-31;12;M;64417679095;(11) 92765-9419;Travessa Vila da Cruz;Barra Funda;São Paulo;SP;jjesus@bol.com.br;633;Aylla Jesus;Murilo Jesus;2024-05-02;
12514;Lara da Mota;2018-12-08;6;F;57708033937;(11) 93023-7391;Travessa Avenida Brito;Ipiranga;São Paulo;SP;lara.da mota@gmail.com;613;Milena da Mota;;2024-07-07;
12515;João Leão;2018-09-05;6;M;60259320018;(11) 98436-8453;Rua Trevo de Pires;Ipiranga;São Paulo;SP;joão394@hotmail.com;614;Maria Leão;Heitor Leão;2024-07-25;
12516;Bruna Albuquerque;2015-12-12;9;F;40180344651;(11) 98515-9697;Alameda Trecho Luiz Henrique Sales;Pinheiros;São Paulo;SP;brunaalbuquerque@bol.com.br;624;Brenda Albuquerque;Levi Albuquerque;2024-02-28;
12517;Alícia da Costa;2017-11-29;7;F;83749371179;(11) 96359-3256;Travessa Alameda Isabelly Lopes;Sé;São Paulo;SP;alícia.da costa@ig.com.br;616;Mariana da Costa;Benjamin da Costa;2024-04-03;
12518;Rebeca da Rocha;2018-07-11;6;F;02987473278;(11) 95127-3073;Travessa Travessa Luiz Gustavo Sales;Higienópolis;São Paulo;SP;rda rocha@outlook.com;614;Luísa da Rocha;Diego da Rocha;2024-11-26;
12519;Mariana Correia;2008-12-10;16;F;14889913520;(11) 95241-1869;Alameda Residencial de Gomes;Higienópolis;São Paulo;SP;mcorreia@ig.com.br;643;Hadassa Correia;Mateus Correia;2024-01-20;
12520;Calebe Barros;2015-10-27;9;M;08921252265;(11) 92297-3470;Alameda Parque de Azevedo;Moema;São Paulo;SP;calebebarros@gmail.com;623;Isadora Barros;Luan Barros;2024-04-11;
12521;Olívia Pinto;2014-01-11;10;F;42740194213;(11) 91119-3961;Avenida Esplanada de Ferreira;Faria Lima;São Paulo;SP;olíviapinto@uol.com.br;627;Isabella Pinto;Emanuel Pinto;2024-09-30;
12522;Carolina Pinto;2017-01-19;7;F;91364267512;(11) 95993-1463;Travessa Condomínio de da Rocha;Faria Lima;São Paulo;SP;cpinto@outlook.com;617;Heloísa Pinto;;2024-05-03;
12523;Joaquim Fernandes;2010-01-15;14;M;86900412660;(11) 97881-3276;Travessa Recanto Cavalcante;Barra Funda;São Paulo;SP;joaquim863@uol.com.br;639;Isabelly Fernandes;João Felipe Fernandes;2024-10-20;
12524;Levi Nogueira;2010-10-05;14;M;06113411308;(11) 93675-5674;Rua Campo Olivia Cavalcanti;Faria Lima;São Paulo;SP;lnogueira@ig.com.br;;Hellena Nogueira;Gustavo Henrique Nogueira;2024-05-17;2024-05-30
12525;Cauã Castro;2008-01-28;16;M;62107072942;(11) 97963-1899;Travessa Pátio de Camargo;Faria Lima;São Paulo;SP;cauã954@gmail.com;644;Gabriela Castro;Henry Castro;2024-08-21;
12526;Brenda da Rocha;2017-02-06;7;F;80599845120;(11) 95921-6507;Rua Aeroporto de Moura;Barra Funda;São Paulo;SP;bda rocha@uol.com.br;617;Allana da Rocha;João Lucas da Rocha;2024-06-13;
12527;Otto Sousa;2013-05-05;11;M;26291500577;(11) 94777-4433;Travessa Fazenda Rafaela Silva;Vila Matilde;São Paulo;SP;osousa@uol.com.br;628;Maria Fernanda Sousa;Caleb Sousa;2024-02-10;
12528;Bárbara Leão;2011-02-03;13;F;89306351793;(11) 92469-6085;Travessa Jardim Cassiano;Sé;São Paulo;SP;bárbara.leão@uol.com.br;635;Hadassa Leão;;2024-11-10;
12529;Agatha Peixoto;2018-04-13;6;F;50187672738;(11) 92507-2871;Travessa Morro de Martins;Moema;São Paulo;SP;agathapeixoto@outlook.com;614;Eduarda Peixoto;Enrico Peixoto;2024-11-20;
12530;Arthur Gabriel Siqueira;2008-02-13;16;M;71599327545;(11) 91418-9612;Rua Travessa Evelyn Pacheco;Higienópolis;São Paulo;SP;arthur gabrielsiqueira@bol.com.br;645;Ana Luiza Siqueira;Bruno Siqueira;2024-03-22;
12531;Heloísa Pinto;2009-08-25;15;F;30135326461;(11) 97663-3290;Avenida Recanto Rezende;Moema;São Paulo;SP;heloísapinto@bol.com.br;;Eloah Pinto;João Felipe Pinto;2024-06-23;2024-09-25
12532;Mariana Aragão;2016-04-26;8;F;35995807043;(11) 93916-9828;Alameda Vila da Luz;Faria Lima;São Paulo;SP;mariana.aragão@uol.com.br;620;Ana Beatriz Aragão;Daniel Aragão;2024-02-27;
12533;Emanuel Araújo;2015-11-28;9;M;11953284978;(11) 95962-3195;Rua Vale de Nascimento;Barra Funda;São Paulo;SP;emanuel551@bol.com.br;622;Allana Araújo;Ravi Araújo;2024-09-29;
12534;Olívia Cunha;2016-06-25;8;F;38090356461;(11) 99834-4110;Avenida Campo Siqueira;República;São Paulo;SP;olívia.cunha@bol.com.br;620;Maria Cecília Cunha;João Felipe Cunha;2024-10-22;
12535;Carolina Fernandes;2012-08-28;12;F;81187487533;(11) 95188-7143;Rua Recanto Aragão;Faria Lima;São Paulo;SP;carolina803@outlook.com;;Ana Liz Fernandes;Lucca Fernandes;2024-11-29;2024-12-19
12536;Brenda da Rocha;2009-07-31;15;F;32465449801;(11) 93475-3350;Rua Parque Mendonça;Moema;São Paulo;SP;bda rocha@uol.com.br;641;Ágatha da Rocha;Davi da Rocha;2024-06-06;
12537;Cauã Rocha;2008-07-07;16;M;78601769070;(11) 95135-7923;Alameda Estação Maysa Aragão;Faria Lima;São Paulo;SP;cauã556@hotmail.com;645;Ágatha Rocha;Caio Rocha;2024-11-28;
12538;Vitor da Mota;2009-03-22;15;M;06706022433;(11) 94949-6537;Avenida Area Viana;Faria Lima;São Paulo;SP;vitor.da mota@gmail.com;642;Lorena da Mota;Davi da Mota;2024-09-23;
12539;Luiz Gustavo Viana;2009-05-24;15;M;22669350707;(11) 94887-3565;Avenida Setor Costela;Barra Funda;São Paulo;SP;luiz gustavo990@terra.com.br;640;Isabella Viana;;2024-02-29;
12540;Ana Luiza da Cruz;2007-07-27;17;F;18459492370;(11) 92995-1604;Travessa Alameda Teixeira;Sé;São Paulo;SP;ana luiza.da cruz@gmail.com;;Caroline da Cruz;Otávio da Cruz;2024-03-16;2024-12-31
12541;João Guilherme Barros;2016-10-29;8;M;33759903526;(11) 96731-7951;Travessa Lagoa Santos;Ipiranga;São Paulo;SP;joão guilherme315@uol.com.br;619;Antonella Barros;Vitor Gabriel Barros;2024-12-01;
12542;Miguel da Mota;2010-02-15;14;M;39291556671;(11) 99956-5618;Travessa Feira de Nascimento;Berrini;São Paulo;SP;miguel111@hotmail.com;638;Gabriela da Mota;Theo da Mota;2024-02-14;
12543;Raquel Viana;2017-02-05;7;F;69305017733;(11) 91023-3486;Travessa Loteamento da Cruz;Berrini;São Paulo;SP;raquel.viana@outlook.com;618;Heloisa Viana;Emanuel Viana;2024-11-23;
12544;Gustavo Henrique Aragão;2019-04-12;5;M;67596381650;(11) 98833-4329;Alameda Rua de Peixoto;Sé;São Paulo;SP;garagão@hotmail.com;627;Manuela Aragão;Theo Aragão;2024-09-04;
12545;Maitê Cavalcante;2009-06-02;15;F;56928731023;(11) 94334-6595;Travessa Chácara da Conceição;Ipiranga;São Paulo;SP;maitê.cavalcante@terra.com.br;641;Stella Cavalcante;Igor Cavalcante;2024-01-20;
12546;Eloah Cunha;2014-06-19;10;F;10927030688;(11) 97427-7465;Alameda Rua de Melo;Barra Funda;São Paulo;SP;ecunha@terra.com.br;625;Bianca Cunha;Vitor Cunha;2024-02-22;
12547;Brenda Aragão;2017-03-16;7;F;46049996362;(11) 94019-2436;Alameda Campo Otto Souza;Sé;São Paulo;SP;brenda.aragão@uol.com.br;617;Sarah Aragão;Otávio Aragão;2024-07-12;
12548;Elisa Mendonça;2007-11-25;17;F;89821340623;(11) 96157-4744;Travessa Rodovia Melo;Faria Lima;São Paulo;SP;elisamendonça@hotmail.com;;Carolina Mendonça;Murilo Mendonça;2024-02-21;2024-12-31
12549;Lorena Pacheco;2015-06-16;9;F;27369047957;(11) 95506-8768;Alameda Trecho Abreu;Higienópolis;São Paulo;SP;lorena410@hotmail.com;624;Daniela Pacheco;Rafael Pacheco;2024-07-03;
12550;Bárbara Ribeiro;2007-07-30;17;F;04848705794;(11) 92166-5968;Alameda Quadra de Pimenta;Berrini;São Paulo;SP;bárbara847@gmail.com;;Heloísa Ribeiro;Yago Ribeiro;2024-12-08;2024-12-31
12551;Vitória Araújo;2012-07-13;12;F;77737309706;(11) 95134-3696;Rua Quadra Bernardo Pereira;Faria Lima;São Paulo;SP;vitória367@ig.com.br;633;Ana Luiza Araújo;Luan Araújo;2024-02-27;
12552;Bianca Mendes;2018-01-07;6;F;73234218602;(11) 98747-8002;Travessa Distrito Evelyn da Cruz;Higienópolis;São Paulo;SP;bianca.mendes@gmail.com;613;Ágatha Mendes;Henry Gabriel Mendes;2024-07-12;
12553;Brenda da Cruz;2017-07-07;7;F;17634654218;(11) 96558-1765;Avenida Campo de Correia;Moema;São Paulo;SP;brendada cruz@outlook.com;616;Ayla da Cruz;Heitor da Cruz;2024-10-07;
12554;Eduarda Cassiano;2018-05-24;6;F;37197439498;(11) 98717-2348;Travessa Campo Rael Campos;Sé;São Paulo;SP;eduarda.cassiano@outlook.com;613;Stella Cassiano;Luan Cassiano;2024-04-27;
12555;Bianca Siqueira;2017-09-30;7;F;98772482199;(11) 91080-7459;Avenida Jardim de da Cunha;Berrini;São Paulo;SP;biancasiqueira@ig.com.br;616;Maria Fernanda Siqueira;Igor Siqueira;2024-06-17;
12556;Pietro Novais;2013-11-08;11;M;21434722016;(11) 96518-3776;Rua Condomínio de Vieira;Higienópolis;São Paulo;SP;pnovais@outlook.com;630;Caroline Novais;Eduardo Novais;2024-08-23;
12557;João Brito;2014-05-25;10;M;15685015239;(11) 97093-1236;Avenida Viaduto Câmara;Pinheiros;São Paulo;SP;joão.brito@ig.com.br;625;Bárbara Brito;Paulo Brito;2024-04-02;
12558;Lara Sousa;2009-11-14;15;F;74809497410;(11) 93413-5225;Avenida Núcleo Silva;Ipiranga;São Paulo;SP;larasousa@gmail.com;642;Isabela Sousa;;2024-04-03;
12559;Davi Marques;2014-01-31;10;M;49451507607;(11) 97209-7998;Travessa Campo Antony Moura;Faria Lima;São Paulo;SP;davimarques@ig.com.br;;Brenda Marques;;2024-07-03;2024-09-06
12560;Mateus Castro;2013-09-16;11;M;95793588255;(11) 99986-3911;Alameda Praia Brito;Higienópolis;São Paulo;SP;mcastro@terra.com.br;629;Raquel Castro;João Lucas Castro;2024-02-25;
12561;Sofia Novaes;2019-05-15;5;F;94488662640;(11) 91306-8419;Alameda Praia de da Mota;Berrini;São Paulo;SP;sofianovaes@ig.com.br;641;Juliana Novaes;Henry Novaes;2024-11-21;
12562;Ana Lívia Sousa;2013-10-31;11;F;99018245392;(11) 91406-8485;Avenida Trevo de Lopes;Vila Matilde;São Paulo;SP;ana lívia.sousa@hotmail.com;;Heloisa Sousa;Apollo Sousa;2024-03-29;2024-07-01
12563;Otávio Campos;2010-11-09;14;M;47186575687;(11) 94783-4327;Alameda Aeroporto de Novais;Faria Lima;São Paulo;SP;otávio96@ig.com.br;638;Bruna Campos;João Felipe Campos;2024-10-27;
12564;Stella Correia;2016-05-09;8;F;00388751230;(11) 95510-8178;Travessa Jardim Melina Monteiro;Pinheiros;São Paulo;SP;stellacorreia@ig.com.br;620;Vitória Correia;Davi Miguel Correia;2024-09-05;
12565;Alexia Cirino;2019-02-01;5;F;99494949778;(11) 93505-1942;Alameda Sítio de Campos;Faria Lima;São Paulo;SP;alexia640@uol.com.br;;Maitê Cirino;Daniel Cirino;2024-04-30;2024-12-31
12566;Apollo Peixoto;2016-05-05;8;M;21233451923;(11) 94332-6480;Travessa Estrada José Pedro da Mota;Berrini;São Paulo;SP;apollo983@uol.com.br;;Agatha Peixoto;Pietro Peixoto;2024-10-16;2024-11-25
12567;Maria Souza;2013-01-24;11;F;87996424380;(11) 91137-9896;Rua Condomínio de Albuquerque;República;São Paulo;SP;mariasouza@terra.com.br;630;Brenda Souza;Paulo Souza;2024-01-30;
12568;Mariana da Rocha;2017-07-29;7;F;58479882803;(11) 94149-1591;Avenida Praça Cassiano;Ipiranga;São Paulo;SP;marianada rocha@bol.com.br;617;Ágatha da Rocha;Bruno da Rocha;2024-08-30;
12569;Heitor Siqueira;2008-10-11;16;M;76488613807;(11) 95657-6125;Travessa Recanto de da Cunha;República;São Paulo;SP;hsiqueira@gmail.com;643;Luana Siqueira;Augusto Siqueira;2024-08-09;
12570;Ana Lívia Nogueira;2016-10-11;8;F;13113811077;(11) 91419-6872;Travessa Estrada de Borges;Moema;São Paulo;SP;ana lívianogueira@hotmail.com;620;Zoe Nogueira;Thiago Nogueira;2024-04-14;
12571;Augusto Viana;2012-06-08;12;M;85138746819;(11) 92559-3728;Avenida Morro de Rocha;República;São Paulo;SP;augusto.viana@outlook.com;633;Agatha Viana;Arthur Viana;2024-09-09;
12572;Benício Rocha;2015-07-04;9;M;19726429602;(11) 94573-6916;Rua Condomínio de Silva;Ipiranga;São Paulo;SP;beníciorocha@terra.com.br;622;Zoe Rocha;Theo Rocha;2024-05-21;
12573;Elisa Aragão;2014-10-13;10;F;63795121000;(11) 92165-3476;Avenida Ladeira de da Mota;Barra Funda;São Paulo;SP;elisa321@hotmail.com;625;Olívia Aragão;João Felipe Aragão;2024-06-29;
12574;Ana Liz Pinto;2011-07-03;13;F;12785958792;(11) 92422-6960;Travessa Estação de da Costa;Moema;São Paulo;SP;ana liz745@bol.com.br;;Olívia Pinto;Arthur Pinto;2024-08-06;2024-09-30
12575;Maria Helena Peixoto;2016-05-27;8;F;12458422135;(11) 91770-4123;Alameda Vale Albuquerque;Sé;São Paulo;SP;maria helenapeixoto@bol.com.br;;Yasmin Peixoto;Otávio Peixoto;2024-05-18;2024-12-20
12576;Emanuelly Carvalho;2008-10-13;16;F;70863004570;(11) 99525-8660;Avenida Lago de Castro;Ipiranga;São Paulo;SP;emanuelly658@outlook.com;643;Olívia Carvalho;Thales Carvalho;2024-08-26;
12577;Ana Beatriz Azevedo;2019-01-19;5;F;77660842006;(11) 93772-6139;Travessa Condomínio Pedro Henrique Araújo;Ipiranga;São Paulo;SP;ana beatriz344@ig.com.br;;Eduarda Azevedo;Thiago Azevedo;2024-02-28;2024-11-17
12578;Emanuel Montenegro;2012-01-01;12;M;53616447173;(11) 97835-4334;Alameda Lago de Mendonça;República;São Paulo;SP;emanuel.montenegro@uol.com.br;632;Julia Montenegro;Augusto Montenegro;2024-11-29;
12579;Vitória Viana;2018-05-10;6;F;53457765078;(11) 99764-8747;Avenida Rua Mendes;Berrini;São Paulo;SP;vitória.viana@terra.com.br;613;Mariana Viana;Enrico Viana;2024-09-07;
12580;Ravi Albuquerque;2011-08-22;13;M;07422358890;(11) 97590-4869;Avenida Travessa de Novais;Faria Lima;São Paulo;SP;ravialbuquerque@uol.com.br;636;Allana Albuquerque;Gael Albuquerque;2024-05-04;
12581;Ana Laura Marques;2009-11-08;15;F;73577409617;(11) 91366-3545;Rua Loteamento Rios;Sé;São Paulo;SP;ana laura75@terra.com.br;640;Aylla Marques;Lucca Marques;2024-09-21;
12582;Heitor Aparecida;2014-08-21;10;M;05214994606;(11) 94270-7689;Travessa Condomínio Ravy Correia;República;São Paulo;SP;heitor.aparecida@bol.com.br;627;Agatha Aparecida;Emanuel Aparecida;2024-11-23;
12583;Murilo Cirino;2010-02-15;14;M;22272660289;(11) 93619-5737;Alameda Trevo Esther da Mata;Vila Matilde;São Paulo;SP;murilocirino@uol.com.br;637;Esther Cirino;Davi Miguel Cirino;2024-11-25;
12584;Luiz Henrique Araújo;2009-10-06;15;M;17329394087;(11) 98059-1875;Alameda Pátio Pedro Lucas Ferreira;Moema;São Paulo;SP;luiz henrique.araújo@ig.com.br;641;Ana Julia Araújo;Raul Araújo;2024-03-30;
12585;Isadora Araújo;2011-09-06;13;F;22722333995;(11) 99851-9338;Rua Sítio Pietra Vieira;Berrini;São Paulo;SP;isadora872@uol.com.br;636;Ana Beatriz Araújo;Emanuel Araújo;2024-06-01;
12586;Henrique Montenegro;2009-10-01;15;M;34203728757;(11) 97495-9976;Alameda Recanto Levi Teixeira;Barra Funda;São Paulo;SP;henrique.montenegro@terra.com.br;640;Isadora Montenegro;Henrique Montenegro;2024-12-04;
12587;Cauã Leão;2008-01-19;16;M;23262438080;(11) 98146-1991;Rua Residencial de Campos;Moema;São Paulo;SP;cauã95@uol.com.br;644;Hadassa Leão;Luan Leão;2024-03-24;
12588;Luna Abreu;2013-06-07;11;F;49722742681;(11) 97703-9492;Travessa Distrito Maria Flor Camargo;Berrini;São Paulo;SP;luna.abreu@terra.com.br;628;Luna Abreu;Luiz Miguel Abreu;2024-07-19;
12589;Otávio Martins;2016-04-03;8;M;84908285810;(11) 94989-2722;Avenida Largo Lara da Paz;Barra Funda;São Paulo;SP;otáviomartins@hotmail.com;620;Isabelly Martins;Emanuel Martins;2024-09-21;
12590;Maya Brito;2018-07-23;6;F;82633989275;(11) 99526-6093;Alameda Trevo Castro;Pinheiros;São Paulo;SP;maya.brito@outlook.com;614;Lorena Brito;;2024-05-11;
12591;Hellena Novais;2013-08-29;11;F;36561118078;(11) 93318-9321;Travessa Ladeira Mendonça;Berrini;São Paulo;SP;hellena.novais@uol.com.br;630;Heloisa Novais;;2024-01-07;
12592;Benjamin Araújo;2012-08-07;12;M;41710656049;(11) 91959-3208;Rua Núcleo Vitor das Neves;Pinheiros;São Paulo;SP;benjamin334@bol.com.br;631;Lara Araújo;Murilo Araújo;2024-08-06;
12593;Heitor Rocha;2007-05-31;17;M;22235257630;(11) 97668-2143;Travessa Trecho de Siqueira;Moema;São Paulo;SP;hrocha@bol.com.br;;Isadora Rocha;Yago Rocha;2024-05-23;2024-12-31
12594;Maria Fernanda Gomes;2011-01-03;13;F;23664068129;(11) 99198-2492;Avenida Passarela Pacheco;Faria Lima;São Paulo;SP;maria fernandagomes@ig.com.br;;Carolina Gomes;Rafael Gomes;2024-05-04;2024-06-11
12595;Luan Correia;2010-03-12;14;M;85445418844;(11) 92955-5041;Rua Alameda de Barbosa;Higienópolis;São Paulo;SP;luan768@hotmail.com;639;Brenda Correia;Miguel Correia;2024-11-12;
12596;Luna Aragão;2008-08-01;16;F;55350195499;(11) 97868-4847;Travessa Residencial de Cavalcanti;República;São Paulo;SP;luna.aragão@outlook.com;643;Maysa Aragão;Luiz Henrique Aragão;2024-09-01;
12597;Lorena Mendonça;2008-10-07;16;F;65906580797;(11) 99473-7912;Rua Estrada de Siqueira;Pinheiros;São Paulo;SP;lorenamendonça@gmail.com;644;Alana Mendonça;Vitor Gabriel Mendonça;2024-03-10;
12598;Hadassa Correia;2007-08-12;17;F;16249783441;(11) 96201-6376;Alameda Alameda de Fogaça;Higienópolis;São Paulo;SP;hadassacorreia@hotmail.com;;Agatha Correia;Emanuel Correia;2024-03-01;2024-12-31
12599;João Felipe Barbosa;2019-01-02;5;M;02458854680;(11) 97685-1004;Travessa Praia Lucas Rios;Faria Lima;São Paulo;SP;joão felipebarbosa@terra.com.br;620;Gabriela Barbosa;Luiz Miguel Barbosa;2024-08-16;
12600;Carlos Eduardo Cavalcante;2009-11-04;15;M;51926706390;(11) 95639-2286;Travessa Avenida de Barbosa;Berrini;São Paulo;SP;carlos eduardocavalcante@bol.com.br;;Sofia Cavalcante;Raul Cavalcante;2024-06-05;2024-06-30
12601;Yago Novaes;2013-12-13;11;M;86869726152;(11) 93674-8522;Travessa Colônia de da Cruz;República;São Paulo;SP;yagonovaes@hotmail.com;630;Maria Cecília Novaes;Caleb Novaes;2024-06-05;
12602;Ana Lívia Borges;2018-09-19;6;F;25244724988;(11) 94164-2354;Rua Viela Vitor Hugo Araújo;Vila Matilde;São Paulo;SP;ana líviaborges@hotmail.com;615;Milena Borges;Ian Borges;2024-10-07;
12603;Mateus Guerra;2015-09-10;9;M;50402150582;(11) 91941-3100;Alameda Núcleo Souza;Berrini;São Paulo;SP;mguerra@hotmail.com;;Maysa Guerra;;2024-08-04;2024-12-22
12604;Davi Sousa;2018-05-06;6;M;30063831405;(11) 92511-6207;Alameda Area Ana Carolina Ramos;Vila Matilde;São Paulo;SP;davisousa@gmail.com;614;Sofia Sousa;Mateus Sousa;2024-07-05;
12605;Luiz Otávio Brito;2013-05-03;11;M;52300644812;(11) 92667-7129;Alameda Area Ravy Campos;República;São Paulo;SP;luiz otávio379@bol.com.br;628;Lorena Brito;Enrico Brito;2024-06-27;
12606;Ana Lívia Dias;2013-07-23;11;F;53620942109;(11) 92719-4565;Avenida Quadra de da Rocha;República;São Paulo;SP;ana líviadias@ig.com.br;629;Carolina Dias;Luan Dias;2024-07-12;
12607;Raul Rezende;2008-03-05;16;M;37535465377;(11) 93817-1851;Alameda Rua Dias;Vila Matilde;São Paulo;SP;raul.rezende@gmail.com;643;Heloísa Rezende;Lucca Rezende;2024-03-22;
12608;Maria Fernanda Mendes;2011-08-31;13;F;57840877576;(11) 98112-5435;Rua Fazenda Lima;Barra Funda;São Paulo;SP;maria fernanda.mendes@uol.com.br;636;Isabelly Mendes;Thiago Mendes;2024-11-08;
12609;Igor Nunes;2012-04-19;12;M;75798550692;(11) 97839-2013;Avenida Aeroporto de Cirino;Higienópolis;São Paulo;SP;igor965@uol.com.br;632;Agatha Nunes;Henrique Nunes;2024-11-05;
12610;Pietro Moreira;2010-01-31;14;M;09262979095;(11) 92120-2006;Rua Chácara de Monteiro;República;São Paulo;SP;pietro.moreira@bol.com.br;637;Carolina Moreira;Ian Moreira;2024-02-23;
12611;Gustavo Henrique Cirino;2014-12-23;10;M;67942579815;(11) 94520-7567;Rua Condomínio Novais;Sé;São Paulo;SP;gustavo henriquecirino@ig.com.br;625;Esther Cirino;Bernardo Cirino;2024-08-28;
12612;Maria Helena Moraes;2009-07-02;15;F;02573279900;(11) 94273-4480;Alameda Feira Alves;Faria Lima;São Paulo;SP;mmoraes@ig.com.br;642;Hadassa Moraes;Raul Moraes;2024-07-14;
12613;Heloísa Carvalho;2017-02-28;7;F;72396195529;(11) 92624-8060;Rua Distrito Marques;Higienópolis;São Paulo;SP;hcarvalho@hotmail.com;617;Isadora Carvalho;Luiz Otávio Carvalho;2024-04-27;
12614;Caio Azevedo;2008-06-09;16;M;51922943071;(11) 93078-7198;Travessa Rua de Borges;Barra Funda;São Paulo;SP;cazevedo@gmail.com;645;Ágatha Azevedo;;2024-01-07;
12615;Daniela Montenegro;2010-08-04;14;F;69303659934;(11) 92713-7157;Travessa Travessa de Leão;Higienópolis;São Paulo;SP;danielamontenegro@outlook.com;638;Heloisa Montenegro;João Guilherme Montenegro;2024-12-30;
12616;Ian Aparecida;2015-06-03;9;M;94511407502;(11) 98162-7646;Avenida Conjunto Ryan Cunha;Ipiranga;São Paulo;SP;ian.aparecida@uol.com.br;623;Sofia Aparecida;Vitor Aparecida;2024-09-15;
12617;Davi Miguel Novais;2007-10-31;17;M;84910453994;(11) 91560-3010;Rua Praia de Guerra;Barra Funda;São Paulo;SP;davi miguel.novais@gmail.com;648;Lorena Novais;Luiz Henrique Novais;2024-04-03;
12618;Maria Fernanda Nunes;2018-10-19;6;F;81370228430;(11) 94174-3318;Rua Ladeira de Costa;Barra Funda;São Paulo;SP;maria fernandanunes@uol.com.br;614;Sarah Nunes;Gustavo Henrique Nunes;2024-07-11;
12619;Caio Macedo;2010-07-17;14;M;41054229119;(11) 94654-3385;Avenida Largo Natália Cassiano;República;São Paulo;SP;caio33@outlook.com;638;Ana Laura Macedo;Luigi Macedo;2024-08-22;
12620;Henrique Guerra;2014-09-25;10;M;60055645112;(11) 98022-6933;Avenida Recanto Costela;Sé;São Paulo;SP;henriqueguerra@bol.com.br;627;Vitória Guerra;Bruno Guerra;2024-04-04;
12621;Isabella Viana;2010-05-22;14;F;61352481339;(11) 98300-6492;Travessa Fazenda Siqueira;Higienópolis;São Paulo;SP;iviana@uol.com.br;638;Ágatha Viana;Cauã Viana;2024-12-08;
12622;Vitor Gabriel Novais;2007-06-29;17;M;87800007455;(11) 96246-9483;Rua Viaduto Jade Cassiano;República;São Paulo;SP;vitor gabriel.novais@uol.com.br;;Isabela Novais;Otávio Novais;2024-06-15;2024-12-31
12623;Rafael Rocha;2010-03-27;14;M;71509645032;(11) 91789-8372;Alameda Núcleo da Cruz;Berrini;São Paulo;SP;rafael341@outlook.com;637;Mariana Rocha;Eduardo Rocha;2024-12-30;
12624;Ayla Peixoto;2016-05-06;8;F;57192360417;(11) 93281-4981;Rua Conjunto Porto;Moema;São Paulo;SP;ayla878@gmail.com;621;Antonella Peixoto;Igor Peixoto;2024-10-30;
